# Devanagari
#
#
0C02;tlAnusvara;TELUGU SIGN ANUSVARA
0C01;tlArasunna;TELUGU SIGN CANDRABINDU
0C00;tlCandrabindu;TELUGU SIGN COMBINING CANDRABINDU ABOVE
0C03;tlVisarga;TELUGU SIGN VISARGA
0C4D;tlVirama;TELUGU SIGN VIRAMA
0C3D;tlAvagraha;TELUGU SIGN AVAGRAHA
#
0C66;tlZero;TELUGU DIGIT ZERO
0C67;tlOne;TELUGU DIGIT ONE
0C68;tlTwo;TELUGU DIGIT TWO
0C69;tlThree;TELUGU DIGIT THREE
0C6A;tlFour;TELUGU DIGIT FOUR
0C6B;tlFive;TELUGU DIGIT FIVE
0C6C;tlSix;TELUGU DIGIT SIX
0C6D;tlSeven;TELUGU DIGIT SEVEN
0C6E;tlEight;TELUGU DIGIT EIGHT
0C6F;tlNine;TELUGU DIGIT NINE
#
0C78;tlZeroforodd;TELUGU FRACTION DIGIT ZERO FOR ODD POWERS OF FOUR
0C79;tlOneforodd;TELUGU FRACTION DIGIT ONE FOR ODD POWERS OF FOUR
0C7A;tlTwoforodd;TELUGU FRACTION DIGIT TWO FOR ODD POWERS OF FOUR
0C7B;tlThreeforodd;TELUGU FRACTION DIGIT THREE FOR ODD POWERS OF FOUR
0C7C;tlOneforeven;TELUGU FRACTION DIGIT ONE FOR EVEN POWERS OF FOUR
0C7D;tlTwoforeven;TELUGU FRACTION DIGIT TWO FOR EVEN POWERS OF FOUR
0C7E;tlThreeforeven;TELUGU FRACTION DIGIT THREE FOR EVEN POWERS OF FOUR
#
0C7F;tlTuumu;TELUGU SIGN TUUMU
#
# Kannada
#
0C85;knA;KANNADA LETTER A
0C86;knAA;KANNADA LETTER AA
0C87;knI;KANNADA LETTER I
0C88;knII;KANNADA LETTER II
0C89;knU;KANNADA LETTER U
0C8A;knUU;KANNADA LETTER UU
0C8B;knvR;KANNADA LETTER VOCALIC R
0CE0;knvRR;KANNADA LETTER VOCALIC RR
0C8C;knvL;KANNADA LETTER VOCALIC L
0CE1;knvLL;KANNADA LETTER VOCALIC LL
0C8E;knE;KANNADA LETTER E
0C8F;knEE;KANNADA LETTER EE
0C90;knAI;KANNADA LETTER AI
0C92;knO;KANNADA LETTER O
0C93;knOO;KANNADA LETTER OO
0C94;knAU;KANNADA LETTER AU
#
0CBE;knmAA;KANNADA VOWEL SIGN AA
0CBF;knmI;KANNADA VOWEL SIGN I
0CC0;knmII;KANNADA VOWEL SIGN II
0CC1;knmU;KANNADA VOWEL SIGN U
0CC2;knmUU;KANNADA VOWEL SIGN UU
0CC3;knmvR;KANNADA VOWEL SIGN VOCALIC R
0CC4;knmvRR;KANNADA VOWEL SIGN VOCALIC RR
0CE2;knmvL;KANNADA VOWEL SIGN VOCALIC L
0CE3;knmvLL;KANNADA VOWEL SIGN VOCALIC LL
0CC6;knmE;KANNADA VOWEL SIGN E
0CC7;knmEE;KANNADA VOWEL SIGN EE
0CC8;knmAI;KANNADA VOWEL SIGN AI
0CCA;knmO;KANNADA VOWEL SIGN O
0CCB;knmOO;KANNADA VOWEL SIGN OO
0CCC;knmAU;KANNADA VOWEL SIGN AU
#
0CD5;knLengthmark;KANNADA LENGTH MARK
0CD6;knAIlengthmark;KANNADA AI LENGTH MARK
#
0C95;knKA;KANNADA LETTER KA
0C96;knKHA;KANNADA LETTER KHA
0C97;knGA;KANNADA LETTER GA
0C98;knGHA;KANNADA LETTER GHA
0C99;knNGA;KANNADA LETTER NGA
0C9A;knCA;KANNADA LETTER CA
0C9B;knCHA;KANNADA LETTER CHA
0C9C;knJA;KANNADA LETTER JA
0C9D;knJHA;KANNADA LETTER JHA
0C9E;knNYA;KANNADA LETTER NYA
0C9F;knTTA;KANNADA LETTER TTA
0CA0;knTTHA;KANNADA LETTER TTHA
0CA1;knDDA;KANNADA LETTER DDA
0CA2;knDDHA;KANNADA LETTER DDHA
0CA3;knNNA;KANNADA LETTER NNA
0CA4;knTA;KANNADA LETTER TA
0CA5;knTHA;KANNADA LETTER THA
0CA6;knDA;KANNADA LETTER DA
0CA7;knDHA;KANNADA LETTER DHA
0CA8;knNA;KANNADA LETTER NA
0CAA;knPA;KANNADA LETTER PA
0CAB;knPHA;KANNADA LETTER PHA
0CAC;knBA;KANNADA LETTER BA
0CAD;knBHA;KANNADA LETTER BHA
0CAE;knMA;KANNADA LETTER MA
0CAF;knYA;KANNADA LETTER YA
0CB0;knRA;KANNADA LETTER RA
0CB2;knLA;KANNADA LETTER LA
0CB5;knVA;KANNADA LETTER VA
0CB6;knSHA;KANNADA LETTER SHA
0CB7;knSSA;KANNADA LETTER SSA
0CB8;knSA;KANNADA LETTER SA
0CB9;knHA;KANNADA LETTER HA
#
0CB1;knRRA;KANNADA LETTER RRA
0CB3;knLLA;KANNADA LETTER LLA
0CDE;knLLLA;KANNADA LETTER FA
#
0C82;knAnusvara;KANNADA SIGN ANUSVARA
0C81;knCandrabindu;KANNADA SIGN CANDRABINDU
0C80;knCandrabinduspacing;KANNADA SIGN SPACING CANDRABINDU
0C83;knVisarga;KANNADA SIGN VISARGA
0CCD;knVirama;KANNADA SIGN VIRAMA
0CBC;knNukta;KANNADA SIGN NUKTA
0CBD;knAvagraha;KANNADA SIGN AVAGRAHA
#
0CF1;knJihvamuliya;KANNADA SIGN JIHVAMULIYA
0CF2;knUpadhmaniya;KANNADA SIGN UPADHMANIYA
#
0CE6;knZero;KANNADA DIGIT ZERO
0CE7;knOne;KANNADA DIGIT ONE
0CE8;knTwo;KANNADA DIGIT TWO
0CE9;knThree;KANNADA DIGIT THREE
0CEA;knFour;KANNADA DIGIT FOUR
0CEB;knFive;KANNADA DIGIT FIVE
0CEC;knSix;KANNADA DIGIT SIX
0CED;knSeven;KANNADA DIGIT SEVEN
0CEE;knEight;KANNADA DIGIT EIGHT
0CEF;knNine;KANNADA DIGIT NINE
#
# Malayalam
#
0D05;mlA;MALAYALAM LETTER A
0D06;mlAA;MALAYALAM LETTER AA
0D07;mlI;MALAYALAM LETTER I
0D08;mlII;MALAYALAM LETTER II
0D09;mlU;MALAYALAM LETTER U
0D0A;mlUU;MALAYALAM LETTER UU
0D0B;mlvR;MALAYALAM LETTER VOCALIC R
0D60;mlvRR;MALAYALAM LETTER VOCALIC RR
0D0C;mlvL;MALAYALAM LETTER VOCALIC L
0D61;mlvLL;MALAYALAM LETTER VOCALIC LL
0D0E;mlE;MALAYALAM LETTER E
0D0F;mlEE;MALAYALAM LETTER EE
0D10;mlAI;MALAYALAM LETTER AI
0D12;mlO;MALAYALAM LETTER O
0D13;mlOO;MALAYALAM LETTER OO
0D14;mlAU;MALAYALAM LETTER AU
#
0D3E;mlmAA;MALAYALAM VOWEL SIGN AA
0D3F;mlmI;MALAYALAM VOWEL SIGN I
0D40;mlmII;MALAYALAM VOWEL SIGN II
0D41;mlmU;MALAYALAM VOWEL SIGN U
0D42;mlmUU;MALAYALAM VOWEL SIGN UU
0D43;mlmvR;MALAYALAM VOWEL SIGN VOCALIC R
0D44;mlmvRR;MALAYALAM VOWEL SIGN VOCALIC RR
0D62;mlmvL;MALAYALAM VOWEL SIGN VOCALIC L
0D63;mlmvLL;MALAYALAM VOWEL SIGN VOCALIC LL
0D46;mlmE;MALAYALAM VOWEL SIGN E
0D47;mlmEE;MALAYALAM VOWEL SIGN EE
0D48;mlmAI;MALAYALAM VOWEL SIGN AI
0D4A;mlmO;MALAYALAM VOWEL SIGN O
0D4B;mlmOO;MALAYALAM VOWEL SIGN OO
0D4C;mlmAU;MALAYALAM VOWEL SIGN AU
#
0D57;mlAUlengthmark;MALAYALAM AU LENGTH MARK
#
0D15;mlKA;MALAYALAM LETTER KA
0D16;mlKHA;MALAYALAM LETTER KHA
0D17;mlGA;MALAYALAM LETTER GA
0D18;mlGHA;MALAYALAM LETTER GHA
0D19;mlNGA;MALAYALAM LETTER NGA
0D1A;mlCA;MALAYALAM LETTER CA
0D1B;mlCHA;MALAYALAM LETTER CHA
0D1C;mlJA;MALAYALAM LETTER JA
0D1D;mlJHA;MALAYALAM LETTER JHA
0D1E;mlNYA;MALAYALAM LETTER NYA
0D1F;mlTTA;MALAYALAM LETTER TTA
0D20;mlTTHA;MALAYALAM LETTER TTHA
0D21;mlDDA;MALAYALAM LETTER DDA
0D22;mlDDHA;MALAYALAM LETTER DDHA
0D23;mlNNA;MALAYALAM LETTER NNA
0D24;mlTA;MALAYALAM LETTER TA
0D25;mlTHA;MALAYALAM LETTER THA
0D26;mlDA;MALAYALAM LETTER DA
0D27;mlDHA;MALAYALAM LETTER DHA
0D28;mlNA;MALAYALAM LETTER NA
0D2A;mlPA;MALAYALAM LETTER PA
0D2B;mlPHA;MALAYALAM LETTER PHA
0D2C;mlBA;MALAYALAM LETTER BA
0D2D;mlBHA;MALAYALAM LETTER BHA
0D2E;mlMA;MALAYALAM LETTER MA
0D2F;mlYA;MALAYALAM LETTER YA
0D30;mlRA;MALAYALAM LETTER RA
0D32;mlLA;MALAYALAM LETTER LA
0D35;mlVA;MALAYALAM LETTER VA
0D36;mlSHA;MALAYALAM LETTER SHA
0D37;mlSSA;MALAYALAM LETTER SSA
0D38;mlSA;MALAYALAM LETTER SA
0D39;mlHA;MALAYALAM LETTER HA
#
0D29;mlNNNA;MALAYALAM LETTER NNNA
0D3A;mlTTTA;MALAYALAM LETTER TTTA
0D31;mlRRA;MALAYALAM LETTER RRA
0D33;mlLLA;MALAYALAM LETTER LLA
0D34;mlLLLA;MALAYALAM LETTER LLLA
#
0D7F;mlKchillu;MALAYALAM LETTER CHILLU K
0D7A;mlNNchillu;MALAYALAM LETTER CHILLU NN
0D7B;mlNchillu;MALAYALAM LETTER CHILLU N
0D54;mlMchillu;MALAYALAM LETTER CHILLU M
0D55;mlYchillu;MALAYALAM LETTER CHILLU Y
0D7C;mlRRchillu;MALAYALAM LETTER CHILLU RR
0D7D;mlLchillu;MALAYALAM LETTER CHILLU L
0D7E;mlLLchillu;MALAYALAM LETTER CHILLU LL
0D56;mlLLLchillu;MALAYALAM LETTER CHILLU LLL
#
0D02;mlAnusvara;MALAYALAM SIGN ANUSVARA
0D01;mlCandrabindu;MALAYALAM SIGN CANDRABINDU
0D03;mlVisarga;MALAYALAM SIGN VISARGA
0D4D;mlVirama;MALAYALAM SIGN VIRAMA
0D3D;mlAvagraha;MALAYALAM SIGN AVAGRAHA
#
0D4E;mlDotreph;MALAYALAM LETTER DOT REPH
#
0D66;mlZero;MALAYALAM DIGIT ZERO
0D67;mlOne;MALAYALAM DIGIT ONE
0D68;mlTwo;MALAYALAM DIGIT TWO
0D69;mlThree;MALAYALAM DIGIT THREE
0D6A;mlFour;MALAYALAM DIGIT FOUR
0D6B;mlFive;MALAYALAM DIGIT FIVE
0D6C;mlSix;MALAYALAM DIGIT SIX
0D6D;mlSeven;MALAYALAM DIGIT SEVEN
0D6E;mlEight;MALAYALAM DIGIT EIGHT
0D6F;mlNine;MALAYALAM DIGIT NINE
#
0D70;mlTen;MALAYALAM NUMBER TEN
0D71;mlOnehundred;MALAYALAM NUMBER ONE HUNDRED
0D72;mlOnethousand;MALAYALAM NUMBER ONE THOUSAND
#
0D73;mlOnequarter;MALAYALAM FRACTION ONE QUARTER
0D74;mlOnehalf;MALAYALAM FRACTION ONE HALF
0D75;mlThreequarters;MALAYALAM FRACTION THREE QUARTERS
0D76;mlOnesixteenth;MALAYALAM FRACTION ONE SIXTEENTH
0D77;mlOneeighth;MALAYALAM FRACTION ONE EIGHTH
0D78;mlThreesixteenths;MALAYALAM FRACTION THREE SIXTEENTHS
#
0D58;mlOneonehundredandsixtieth;MALAYALAM FRACTION ONE ONE-HUNDRED-AND-SIXTIETH
0D59;mlOnefortieth;MALAYALAM FRACTION ONE FORTIETH
0D5A;mlThreeeightieths;MALAYALAM FRACTION THREE EIGHTIETHS
0D5B;mlOnetwentieth;MALAYALAM FRACTION ONE TWENTIETH
0D5C;mlOnetenth;MALAYALAM FRACTION ONE TENTH
0D5D;mlThreetwentieths;MALAYALAM FRACTION THREE TWENTIETHS
0D5E;mlOnefifth;MALAYALAM FRACTION ONE FIFTH
#
0D79;mlDatemark;MALAYALAM DATE MARK
0D4F;mlPara;MALAYALAM SIGN PARA
#
0D5F;mlIIarchaic;MALAYALAM LETTER ARCHAIC II
#
# Tamil
#
0B85;tmA;TAMIL LETTER A
0B86;tmAA;TAMIL LETTER AA
0B87;tmI;TAMIL LETTER I
0B88;tmII;TAMIL LETTER II
0B89;tmU;TAMIL LETTER U
0B8A;tmUU;TAMIL LETTER UU
0B8E;tmE;TAMIL LETTER E
0B8F;tmEE;TAMIL LETTER EE
0B90;tmAI;TAMIL LETTER AI
0B92;tmO;TAMIL LETTER O
0B93;tmOO;TAMIL LETTER OO
0B94;tmAU;TAMIL LETTER AU
#
0BBE;tmmAA;TAMIL VOWEL SIGN AA
0BBF;tmmI;TAMIL VOWEL SIGN I
0BC0;tmmII;TAMIL VOWEL SIGN II
0BC1;tmmU;TAMIL VOWEL SIGN U
0BC2;tmmUU;TAMIL VOWEL SIGN UU
0BC6;tmmE;TAMIL VOWEL SIGN E
0BC7;tmmEE;TAMIL VOWEL SIGN EE
0BC8;tmmAI;TAMIL VOWEL SIGN AI
0BCA;tmmO;TAMIL VOWEL SIGN O
0BCB;tmmOO;TAMIL VOWEL SIGN OO
0BCC;tmmAU;TAMIL VOWEL SIGN AU
#
0BD7;tmAUlengthmark;TAMIL AU LENGTH MARK
#
0B95;tmKA;TAMIL LETTER KA
0B99;tmNGA;TAMIL LETTER NGA
0B9A;tmCA;TAMIL LETTER CA
0B9E;tmNYA;TAMIL LETTER NYA
0B9F;tmTTA;TAMIL LETTER TTA
0BA3;tmNNA;TAMIL LETTER NNA
0BA4;tmTA;TAMIL LETTER TA
0BA8;tmNA;TAMIL LETTER NA
0BAA;tmPA;TAMIL LETTER PA
0BAE;tmMA;TAMIL LETTER MA
0BAF;tmYA;TAMIL LETTER YA
0BB0;tmRA;TAMIL LETTER RA
0BB2;tmLA;TAMIL LETTER LA
0BB5;tmVA;TAMIL LETTER VA
0BB4;tmLLLA;TAMIL LETTER LLLA
0BB3;tmLLA;TAMIL LETTER LLA
0BB1;tmRRA;TAMIL LETTER RRA
0BA9;tmNNNA;TAMIL LETTER NNNA
0B9C;tmJA;TAMIL LETTER JA
0BB6;tmSHA;TAMIL LETTER SHA
0BB7;tmSSA;TAMIL LETTER SSA
0BB8;tmSA;TAMIL LETTER SA
0BB9;tmHA;TAMIL LETTER HA
#
0B82;tmAnusvara;TAMIL SIGN ANUSVARA
0B83;tmVisarga;TAMIL SIGN VISARGA
0BCD;tmVirama;TAMIL SIGN VIRAMA
#
0BD0;tmOm;TAMIL OM
#
0BE6;tmZero;TAMIL DIGIT ZERO
0BE7;tmOne;TAMIL DIGIT ONE
0BE8;tmTwo;TAMIL DIGIT TWO
0BE9;tmThree;TAMIL DIGIT THREE
0BEA;tmFour;TAMIL DIGIT FOUR
0BEB;tmFive;TAMIL DIGIT FIVE
0BEC;tmSix;TAMIL DIGIT SIX
0BED;tmSeven;TAMIL DIGIT SEVEN
0BEE;tmEight;TAMIL DIGIT EIGHT
0BEF;tmNine;TAMIL DIGIT NINE
#
0BF0;tmTen;TAMIL NUMBER TEN
0BF1;tmOnehundred;TAMIL NUMBER ONE HUNDRED
0BF2;tmOnethousand;TAMIL NUMBER ONE THOUSAND
#
0BF3;tmDay;TAMIL DAY SIGN
0BF4;tmMonth;TAMIL MONTH SIGN
0BF5;tmYear;TAMIL YEAR SIGN
#
0BF6;tmDebit;TAMIL DEBIT SIGN
0BF7;tmCredit;TAMIL CREDIT SIGN
0BF8;tmAsabove;TAMIL AS ABOVE SIGN
#
0BF9;tmRupee;TAMIL RUPEE SIGN
#
0BFA;tmNumber;TAMIL NUMBER SIGN
#
# Sinhala
#
0D85;snA;SINHALA LETTER AYANNA
0D86;snAA;SINHALA LETTER AAYANNA
0D87;snAE;SINHALA LETTER AEYANNA
0D88;snAAE;SINHALA LETTER AEEYANNA
0D89;snI;SINHALA LETTER IYANNA
0D8A;snII;SINHALA LETTER IIYANNA
0D8B;snU;SINHALA LETTER UYANNA
0D8C;snUU;SINHALA LETTER UUYANNA
0D8D;snvR;SINHALA LETTER IRUYANNA
0D8E;snvRR;SINHALA LETTER IRUUYANNA
0D8F;snvL;SINHALA LETTER ILUYANNA
0D90;snvLL;SINHALA LETTER ILUUYANNA
0D91;snE;SINHALA LETTER EYANNA
0D92;snEE;SINHALA LETTER EEYANNA
0D93;snAI;SINHALA LETTER AIYANNA
0D94;snO;SINHALA LETTER OYANNA
0D95;snOO;SINHALA LETTER OOYANNA
0D96;snAU;SINHALA LETTER AUYANNA
#
0DCF;snmAA;SINHALA VOWEL SIGN AELA-PILLA
0DD0;snmAE;SINHALA VOWEL SIGN KETTI AEDA-PILLA
0DD1;snmAAE;SINHALA VOWEL SIGN DIGA AEDA-PILLA
0DD2;snmI;SINHALA VOWEL SIGN KETTI IS-PILLA
0DD3;snmII;SINHALA VOWEL SIGN DIGA IS-PILLA
0DD4;snmU;SINHALA VOWEL SIGN KETTI PAA-PILLA
0DD6;snmUU;SINHALA VOWEL SIGN DIGA PAA-PILLA
0DD8;snmvR;SINHALA VOWEL SIGN GAETTA-PILLA
0DF2;snmvRR;SINHALA VOWEL SIGN DIGA GAETTA-PILLA
0DDF;snmvL;SINHALA VOWEL SIGN GAYANUKITTA
0DF3;snmvLL;SINHALA VOWEL SIGN DIGA GAYANUKITTA
0DD9;snmE;SINHALA VOWEL SIGN KOMBUVA
0DDA;snmEE;SINHALA VOWEL SIGN DIGA KOMBUVA
0DDB;snmAI;SINHALA VOWEL SIGN KOMBU DEKA
0DDC;snmO;SINHALA VOWEL SIGN KOMBUVA HAA AELA-PILLA
0DDD;snmOO;SINHALA VOWEL SIGN KOMBUVA HAA DIGA AELA-PILLA
0DDE;snmAU;SINHALA VOWEL SIGN KOMBUVA HAA GAYANUKITTA
#
0D9A;snKA;SINHALA LETTER ALPAPRAANA KAYANNA
0D9B;snKHA;SINHALA LETTER MAHAAPRAANA KAYANNA
0D9C;snGA;SINHALA LETTER ALPAPRAANA GAYANNA
0D9D;snGHA;SINHALA LETTER MAHAAPRAANA GAYANNA
0D9E;snNGA;SINHALA LETTER KANTAJA NAASIKYAYA
0DA0;snCA;SINHALA LETTER ALPAPRAANA CAYANNA
0DA1;snCHA;SINHALA LETTER MAHAAPRAANA CAYANNA
0DA2;snJA;SINHALA LETTER ALPAPRAANA JAYANNA
0DA3;snJHA;SINHALA LETTER MAHAAPRAANA JAYANNA
0DA4;snNYA;SINHALA LETTER TAALUJA NAASIKYAYA
0DA7;snTTA;SINHALA LETTER ALPAPRAANA TTAYANNA
0DA8;snTTHA;SINHALA LETTER MAHAAPRAANA TTAYANNA
0DA9;snDDA;SINHALA LETTER ALPAPRAANA DDAYANNA
0DAA;snDDHA;SINHALA LETTER MAHAAPRAANA DDAYANNA
0DAB;snNNA;SINHALA LETTER MUURDHAJA NAYANNA
0DAD;snTA;SINHALA LETTER ALPAPRAANA TAYANNA
0DAE;snTHA;SINHALA LETTER MAHAAPRAANA TAYANNA
0DAF;snDA;SINHALA LETTER ALPAPRAANA DAYANNA
0DB0;snDHA;SINHALA LETTER MAHAAPRAANA DAYANNA
0DB1;snNA;SINHALA LETTER DANTAJA NAYANNA
0DB4;snPA;SINHALA LETTER ALPAPRAANA PAYANNA
0DB5;snPHA;SINHALA LETTER MAHAAPRAANA PAYANNA
0DB6;snBA;SINHALA LETTER ALPAPRAANA BAYANNA
0DB7;snBHA;SINHALA LETTER MAHAAPRAANA BAYANNA
0DB8;snMA;SINHALA LETTER MAYANNA
0DBA;snYA;SINHALA LETTER YAYANNA
0DBB;snRA;SINHALA LETTER RAYANNA
0DBD;snLA;SINHALA LETTER DANTAJA LAYANNA
0DC0;snVA;SINHALA LETTER VAYANNA
0DC1;snSHA;SINHALA LETTER TAALUJA SAYANNA
0DC2;snSSA;SINHALA LETTER MUURDHAJA SAYANNA
0DC3;snSA;SINHALA LETTER DANTAJA SAYANNA
0DC4;snHA;SINHALA LETTER HAYANNA
#
0DC5;snLLA;SINHALA LETTER MUURDHAJA LAYANNA
0DC6;snFA;SINHALA LETTER FAYANNA
#
0D9F;snNNGA;SINHALA LETTER SANYAKA GAYANNA
0DA6;snNYJA;SINHALA LETTER SANYAKA JAYANNA
0DAC;snNNDDA;SINHALA LETTER SANYAKA DDAYANNA
0DB3;snNDA;SINHALA LETTER SANYAKA DAYANNA
0DB9;snMBA;SINHALA LETTER AMBA BAYANNA
#
0DA5;snJNYA;SINHALA LETTER TAALUJA SANYOOGA NAAKSIKYAYA
#
0D82;snAnusvara;SINHALA SIGN ANUSVARAYA
0D83;snVisarga;SINHALA SIGN VISARGAYA
0DCA;snVirama;SINHALA SIGN AL-LAKUNA
#
0DE6;snLithzero;SINHALA LITH DIGIT ZERO
0DE7;snLithone;SINHALA LITH DIGIT ONE
0DE8;snLithtwo;SINHALA LITH DIGIT TWO
0DE9;snLiththree;SINHALA LITH DIGIT THREE
0DEA;snLithfour;SINHALA LITH DIGIT FOUR
0DEB;snLithfive;SINHALA LITH DIGIT FIVE
0DEC;snLithsix;SINHALA LITH DIGIT SIX
0DED;snLithseven;SINHALA LITH DIGIT SEVEN
0DEE;snLitheight;SINHALA LITH DIGIT EIGHT
0DEF;snLithnine;SINHALA LITH DIGIT NINE
#
0DF4;snKunddaliya;SINHALA PUNCTUATION KUNDDALIYA
#
# Ol Chiki
#
1C5A;olLa;OL CHIKI LETTER LA
1C5B;olAt;OL CHIKI LETTER AT
1C5C;olAg;OL CHIKI LETTER AG
1C5D;olAng;OL CHIKI LETTER ANG
1C5E;olAl;OL CHIKI LETTER AL
1C5F;olLaa;OL CHIKI LETTER LAA
1C60;olAak;OL CHIKI LETTER AAK
1C61;olAaj;OL CHIKI LETTER AAJ
1C62;olAam;OL CHIKI LETTER AAM
1C63;olAaw;OL CHIKI LETTER AAW
1C64;olLi;OL CHIKI LETTER LI
1C65;olIs;OL CHIKI LETTER IS
1C66;olIh;OL CHIKI LETTER IH
1C67;olIny;OL CHIKI LETTER INY
1C68;olIr;OL CHIKI LETTER IR
1C69;olLu;OL CHIKI LETTER LU
1C6A;olUc;OL CHIKI LETTER UC
1C6B;olUd;OL CHIKI LETTER UD
1C6C;olUnn;OL CHIKI LETTER UNN
1C6D;olUy;OL CHIKI LETTER UY
1C6E;olLe;OL CHIKI LETTER LE
1C6F;olEp;OL CHIKI LETTER EP
1C70;olEdd;OL CHIKI LETTER EDD
1C71;olEn;OL CHIKI LETTER EN
1C72;olErr;OL CHIKI LETTER ERR
1C73;olLo;OL CHIKI LETTER LO
1C74;olOtt;OL CHIKI LETTER OTT
1C75;olOb;OL CHIKI LETTER OB
1C76;olOv;OL CHIKI LETTER OV
1C77;olOh;OL CHIKI LETTER OH
#
1C78;olMu;OL CHIKI MU TTUDDAG
1C79;olGaahlaa;OL CHIKI GAAHLAA TTUDDAAG
1C7A;olMu_Gaahlaa;OL CHIKI MU-GAAHLAA TTUDDAAG
1C7B;olRelaa;OL CHIKI RELAA
1C7C;olPhaarkaa;OL CHIKI PHAARKAA
1C7D;olAhad;OL CHIKI AHAD
#
1C50;olZero;OL CHIKI DIGIT ZERO
1C51;olOne;OL CHIKI DIGIT ONE
1C52;olTwo;OL CHIKI DIGIT TWO
1C53;olThree;OL CHIKI DIGIT THREE
1C54;olFour;OL CHIKI DIGIT FOUR
1C55;olFive;OL CHIKI DIGIT FIVE
1C56;olSix;OL CHIKI DIGIT SIX
1C57;olSeven;OL CHIKI DIGIT SEVEN
1C58;olEight;OL CHIKI DIGIT EIGHT
1C59;olNine;OL CHIKI DIGIT NINE
#
1C7E;olMucaad;OL CHIKI PUNCTUATION MUCAAD
1C7F;olDoublemucaad;OL CHIKI PUNCTUATION DOUBLE MUCAAD
#END
